,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
xv,2206,Pureza Marques Coutinho,Antoninho,https://vimeo.com/327733894,1920 x 1080,Voz,,Não categorizado,Música narrativa,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
xv,2206,Pureza Marques Coutinho,Sou fiteira,https://vimeo.com/327937359,1920 x 1080,Voz,,Não categorizado,Música narrativa,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2206,Pureza Marques Coutinho,Oh Raquel,https://vimeo.com/327937323,1920 x 1080,Voz,,Não categorizado,Música narrativa,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2206,Pureza Marques Coutinho,O Antonio da Portela,https://vimeo.com/327937286,1920 x 1080,Voz,,Não categorizado,Música narrativa,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2207,Fernando Brás,Galhardo,https://vimeo.com/327940029,1920 x 1080,Voz,,Não categorizado,Música narrativa,Águeda,Aveiro,Beira Litoral,29 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Artur Fernandes,,,,,,,
v,2207,Fernando Brás,Reza-te a sina,https://vimeo.com/327943477,1920 x 1080,Voz,,Religião,Religião,Águeda,Aveiro,Beira Litoral,29 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Artur Fernandes,,,,,,,
v,2207,Fernando Brás,Dissertações a Sua Vida em Águeda,https://vimeo.com/327744645,1920 x 1080,Voz,"poeta, récita, história de vida, poema",Histórias de Vida,"História de vida
Poeta",Águeda,Aveiro,Beira Litoral,29 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Artur Fernandes,,,,,,,
xv,2208,Raquel Figueireda,Lenga Lenga,https://vimeo.com/327904627,1920 x 1080,Voz,"tradição oral, lengalenga",Histórias de Vida,História,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2208,Raquel Figueireda,Lenga Lenga,https://vimeo.com/327904585,1920 x 1080,Voz,"tradição oral, lengalenga",Histórias de Vida,História,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2208,Raquel Figueireda,Lenga Lenga,https://vimeo.com/327904670,1920 x 1080,Voz,"tradição oral, lengalenga",Histórias de Vida,História,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2209,Grupo Cantares Do Vouga,Saia Velhinha,https://vimeo.com/327911922,1920 x 1080,"Voz, viola acústica, cavaquinho, bombo, viola de arame, acordeão","grupo, cordofones",Não categorizado,Música de trabalho,Sever do Vouga,Aveiro,Beira Litoral,31 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2210,Clarinda Marques,Rocas do Vouga,https://vimeo.com/327913407,1920 x 1080,Voz,hino,Não categorizado,Música secular/festiva/comunidade,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2210,Clarinda Marques,Hino da Portela,https://vimeo.com/327914369,1920 x 1080,Voz,hino,Não categorizado,Música secular/festiva/comunidade,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2211,Dorinda Martins Coutinho,Caninha Verde,https://vimeo.com/327937386,1920 x 1080,Voz,,Não categorizado,Música narrativa,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2212,Domingos Quaresma,Fados,https://vimeo.com/329379670,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,9 de abril de 2019,2019,Tiago Pereira,Sílvio Rosado,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #1,,,
xv,2214,Branca Maria,Granada,https://vimeo.com/329983508,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,11 de abril de 2019,2019,Tiago Pereira,Sílvio Rosado,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #3,,,
v,2214,Branca Maria,Pregões e a casinha da Milu,https://vimeo.com/329969040,1920 x 1080,Voz,"pregões, estórias, história de vida",Histórias de Vida,História de vida,Arroios,Lisboa,Estremadura,11 de abril de 2019,2019,Tiago Pereira,Sílvio Rosado,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #3,,,
v,2215,Ana Graça,Excertos de Make it Great Again,https://vimeo.com/330225565,1920 x 1080,Tuba,instrumental,Não categorizado,Música instrumental,Góis,Coimbra,Centro,13 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
xv,2215,Ana Graça,Excertos de Out of Blue,https://vimeo.com/440586101,1920 x 1080,Tuba,"instrumental, experimental",Não categorizado,Música instrumental,Lousã,Coimbra,Centro,julho de 2020,2020,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2216,Clara Nunes,Só aos anjos a lua sorriu,https://vimeo.com/383581647,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Góis,Coimbra,Centro,13 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2216,Clara Nunes,Lisboa dos manjericos,https://vimeo.com/383582226,1920 x 1080,"Voz, viola acústica",,Não categorizado,Música narrativa,Góis,Coimbra,Centro,13 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
v,2216,Clara Nunes,Nossa querida Várzea,https://vimeo.com/330227934,1920 x 1080,"Voz, viola acústica",hino,Não categorizado,Música secular/festiva/comunidade,Góis,Coimbra,Centro,13 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,,,,,,,,
xv,2217,Gaspar Varela,Variações em ré menor de Artur Paredes,https://vimeo.com/331064132,1920 x 1080,Guitarra portuguesa,"instrumental, artur paredes",Não categorizado,Música instrumental,Pena,Lisboa,Estremadura,17 de abril de 2019,2019,Tiago Pereira,Aurelija šimonytė,,,,,,,,
xv,2218,Luciana Costa,Avante Clandestino,https://vimeo.com/331774559,1920 x 1080,Voz,,Não categorizado,Música narrativa,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2218,Luciana Costa,Poemas e Observações de Vida,https://vimeo.com/331869695,1920 x 1080,Voz,"poema, poeta, história de vida",Histórias de Vida,"História de vida
Poeta",Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2218,Luciana Costa,A sua vida em verso,https://vimeo.com/813841664,1920 x 1080,Voz,"poema, poeta, história de vida",Histórias de Vida,"História de vida
Poeta",Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2218,Luciana Costa,Fado Operário,https://vimeo.com/331779563,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
xv,2219,Maria Clara Véstia,Trigueirinha Alentejana,https://vimeo.com/331840116,1920 x 1080,Voz,,Não categorizado,Música narrativa,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
xv,2219,Maria Clara Véstia,Meu Alentejo querido,https://vimeo.com/344509364,1920 x 1080,Voz,"cante, feminino",Não categorizado,Música narrativa,Serpa,Beja,Alentejo,25 de junho de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
xv,2220,Romão Rosa Laneta,Meu patrão mandou-me embora,https://vimeo.com/366795897,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2220,Romão Rosa Laneta,Há Lobos sem ser na Serra,https://vimeo.com/331852837,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2221,Domingos Caeiro Afonso,Sobre o 3 de Março de Pias,https://vimeo.com/332201704,1920 x 1080,Voz,"história de vida, 3 de março",Histórias de Vida,História de vida,Serpa,Beja,Alentejo,22 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Casa do Cante,Câmara Municipal de Serpa,,,,,,
v,2222,Banda da Catraia,Canção de quem cá fica,https://vimeo.com/332975503,1920 x 1080,"Voz, guitarra portuguesa, viola acústica, contrabaixo, cajóns, clarinete",banda,Não categorizado,Música narrativa,Maceira,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,PurpleClef,,,,,,,
xv,2222,Banda da Catraia,Agrião Limão,https://vimeo.com/332962846,1920 x 1080,"Voz, guitarra portuguesa, viola acústica, contrabaixo, cajóns, clarinete",banda,Não categorizado,Música narrativa,Maceira,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,PurpleClef,,,,,,,
v,2222,Banda da Catraia,Fui um dia passear a Lisboa,https://vimeo.com/332970899,1920 x 1080,"Voz, guitarra portuguesa, viola acústica, contrabaixo, cajóns, clarinete",banda,Não categorizado,Música narrativa,Maceira,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,PurpleClef,,,,,,,
xv,2223,Inês Catraia,Maria Amélia,https://vimeo.com/332964813,1920 x 1080,Voz,,Não categorizado,Música narrativa,Maceira,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,PurpleClef,,,,,,,
v,2224,Aida Raimundo,Antoninho e o pavão,https://vimeo.com/381873212,1920 x 1080,Voz,,Não categorizado,Música narrativa,Bajouca,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Rui Amado,,,,,,,
xv,2224,Aida Raimundo,Maria Amélia,https://vimeo.com/332966325,1920 x 1080,Voz,,Não categorizado,Música narrativa,Bajouca,Leiria,Centro,27 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Rui Amado,,,,,,,
xv,2226,Filomena Cardoso,Canção que canta no banho,https://vimeo.com/332976523,1920 x 1080,Voz,cantiga,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,28 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #4,,,
v,2227,Maria Conceição Leitão,"Gloria, Aleluia",https://vimeo.com/333073372,1920 x 1080,Voz,"canção, religião",Não categorizado,Música sacro-profana,Arroios,Lisboa,Estremadura,28 de abril de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #5,,,
v,2228,Lurdes Mourão,As ondas do Rio Douro,https://vimeo.com/334244513,1920 x 1080,Voz,passar a ferro,Não categorizado,Música de trabalho,Arroios,Lisboa,Estremadura,29 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #6,,,
v,2228,Lurdes Mourão,Vira do Minho,https://vimeo.com/333145186,1920 x 1080,"Voz, acordeão","vira, baile, dança",Dança,Dança,Arroios,Lisboa,Estremadura,29 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #6,,,
xv,2229,Amélia das Dores,Azar na Praia de Nel Monteiro,https://vimeo.com/333290816,1920 x 1080,Voz,nel monteiro,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,29 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #7,,,
v,2230,Grupo de cavaquinhos da Asa,As pulgas,https://vimeo.com/333293142,1920 x 1080,"Voz, cavaquinho","grupo, cordofones",Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,29 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #8,,,
v,2231,José Neves,Igreja de Santa Cruz,https://vimeo.com/333402837,1920 x 1080,Voz,"cantiga, religião, igreja",Não categorizado,Música sacro-profana,Arroios,Lisboa,Estremadura,30 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #9,,,
v,2232,Grupo Típico Baile na Eira,Todos me querem,https://vimeo.com/333414861,1920 x 1080,"Voz, viola acústica, pandeireta, triângulo, acordeão, reco-reco, cavaquinho","grupo, baile",Dança,Dança,Sever do Vouga,Aveiro,Beira Litoral,30 de março de 2019,2019,Tiago Pereira,Cristina Enes Garcia,"CAE- Sever do Vouga, Nuno Correia","CAE- Sever do Vouga, Câmara Municipal de Sever do Vouga",,,,,,
v,2233,João Nunes,Versos Antigos,https://vimeo.com/334384757,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2233,João Nunes,Versos de Flores,https://vimeo.com/334384989,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2233,João Nunes,Marcha do Peixe Congelado,https://vimeo.com/333747362,1920 x 1080,Voz,"marcha, cantiga",Não categorizado,Música secular/festiva/comunidade,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2233,João Nunes,Eu sou Natural de Odeceixe,https://vimeo.com/334385036,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2233,João Nunes,Fado da Praia da Trafaria,https://vimeo.com/334384107,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2233,João Nunes,Versos de Baile de Carnaval,https://vimeo.com/334383775,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Odemira,Beja,Alentejo,1 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,António Rosa,,,,,,,
v,2234,Idalina Oliveira,Diálogo de conquista,https://vimeo.com/334394601,1920 x 1080,Voz,"poeta, poema",Não categorizado,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2234,Idalina Oliveira,Diálogo do Brasileiro,https://vimeo.com/334393834,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2234,Idalina Oliveira,Primavera das Flores,https://vimeo.com/334392179,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2234,Idalina Oliveira,Fato do Casamento,https://vimeo.com/334391813,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2234,Idalina Oliveira,Versos de Pé quebrado,https://vimeo.com/333925811,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2235,Mouralinda Oliveira,Terra Algarvia,https://vimeo.com/334411574,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Aurelija Simonyte,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2235,Mouralinda Oliveira,Poema da burra,https://vimeo.com/334062189,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Aurelija Simonyte,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2235,Mouralinda Oliveira,Fado da Mouralinda Oliveira,https://vimeo.com/334410559,1920 x 1080,Voz,fado,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Aurelija Simonyte,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2235,Mouralinda Oliveira,Formigas,https://vimeo.com/334412341,1920 x 1080,Voz,"poeta, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Aurelija Simonyte,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2236,"Neves, Branca, Raúl e senhora de verde",Coimbra tem mais encanto,https://vimeo.com/334242722,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,30 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #10,,,
xv,2237,Raúl Rebelo,Olha a Chibinha,https://vimeo.com/334243396,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,30 de abril de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #11,,,
v,2238,Leonilde Marreiros,Contradança,https://vimeo.com/334385722,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2238,Leonilde Marreiros,Fui à Vila de Monchique,https://vimeo.com/334388631,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2239,Maria de Lurdes,Rezas,https://vimeo.com/334407403,1920 x 1080,Voz,"rezas, religião, tradição oral",Religião,Religião,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2239,Maria de Lurdes,Quadras,https://vimeo.com/334405881,1920 x 1080,Voz,"poema, poeta, quadras",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2239,Maria de Lurdes,Vassourinha,https://vimeo.com/334405367,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2239,Maria de Lurdes,Quadras das Moças,https://vimeo.com/334404994,1920 x 1080,Voz,"poema, poeta, quadras",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2239,Maria de Lurdes,Tenho Pena Lindo Amor,https://vimeo.com/334408798,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
v,2239,Maria de Lurdes,Cantiga de Pé quebrado,https://vimeo.com/334403511,1920 x 1080,Voz,,Não categorizado,Música narrativa,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2239,Maria de Lurdes,Versas das Sopas da Cozinha,https://vimeo.com/334407238,1920 x 1080,Voz,"poema, poeta, versos",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,,,,,
xv,2240,Maria Antónia,Fui à Vila de Monchique,https://vimeo.com/334459742,1920 x 1080,Voz,"récita, poema",Poeta,Poeta,Aljezur,Faro,Algarve,2 de maio de 2019,2019,Tiago Pereira,Cristina Enes Garcia,Projecto Entrelaçar,,,," Eu fui à Vila do Monchique
embarcado num navio cheguei à altura da foia,
pus-me a pescar o Safio Apanhei uma pescada
na esparrela de um cartaxo E eu subi a foia abaixo fazendo venda da marada Gritando de boca fechada quem marca é bom enxabique Saiu-me um figurão de Ourique que correndo estava parado E na serra de Monchique Eu apanhei um linguado
Eu fui ao poente para ver
De que lado o sol nascia
Anoiteceu-me ao meio dia
E eu vi um cego estar a ler
Ouvi um mudo dizer
Estou à calma tenho frio
Apanhei um canário no rio
Preso por uma orelha
Eu fui à serra da estrela
E pus-me a pescar o Safio
Eu vi um burro sentado
Numa cadeira de vidro
E eu vi um lobo vestido
Em traje de um empregado
Vi um padre andar à lenha
E um carvoeiro a dizer missa
Uma Macieira a dar cortiça
E um pescador numa brenha
Eu vi uma galinha estemenha
A dar teta a uma jibóia
Eu vi um grilo roubar uma joia
Do pescoço de uma garça
E nas serras de Monchique
Eu vi um rei andar à Caça
Eu vi um corso e um veado
A correr ao desafio
Apanhei um canário no rio
Preso por uma orelha
Eu fui à serra da estrela
E pus-me a pescar o Safio
Vi um sapo e um berbigão
A fazer a barba a um escrivão
E nas alturas do Marão
Eu pus-me a pescar ao Safio”",,,
v,2241,Devotas das Santas Cruzes,Cantigas às Santas Cruzes,https://vimeo.com/334674578,1920 x 1080,Voz,"feminino, religião, polifonia",Não categorizado,Música sacro-profana,Serpa,Beja,Baixo Alentejo,6 de maio de 2019,2019,Tiago Pereira,Aurelija Simonyte,Pedro Mestre,Câmara Municipal de Serpa,,,,,,
v,2241,Devotas das Santas Cruzes,São Bento de Vila Nova,https://vimeo.com/334710452,1920 x 1080,Voz,"feminino, religião, polifonia",Não categorizado,Música sacro-profana,Serpa,Beja,Baixo Alentejo,6 de maio de 2019,2019,Tiago Pereira,Aurelija Simonyte,Pedro Mestre,Câmara Municipal de Serpa,,,,,,
v,2242,José Machado,Canta em Francês,https://vimeo.com/335705254,1920 x 1080,Voz,francês,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,11 de maio de 2019,2019,Tiago Pereira,Marta Silva,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #12,,,
v,2243,Violeta Espectro,Somos Bruxas,https://vimeo.com/335712239,1920 x 1080,"Voz, percussão, viola acústica",banda,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,12 de maio de 2019,2019,Aurelija Simonyte,Ava Gornel e Aurelija Simonyte,,,,,Acompanhada por Raimundo Carvalho (Viola) e Alex Sarrouy (percussão),,,
v,2243,Violeta Espectro,Ao que me obrigas,https://vimeo.com/335710023,1920 x 1080,"Voz, percussão, viola acústica",banda,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,12 de maio de 2019,2019,Aurelija Simonyte,Ava Gornel e Aurelija Simonyte,,,,,Acompanhada por Raimundo Carvalho (Viola) e Alex Sarrouy (percussão),,,
xv,2244,Moin Uddin Ahamed,Canção tipo fado,https://vimeo.com/335724245,1920 x 1080,Voz,fado (quase),Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,11 de maio de 2019,2019,Tiago Pereira,Marta Silva,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #13,,,
v,2245,Salvador,Felicidade para nós todos,https://vimeo.com/335800472,1920 x 1080,Voz,,Não categorizado,Música narrativa,Arroios,Lisboa,Estremadura,11 de maio de 2019,2019,Tiago Pereira,Marta Silva,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #14,,,
v,2246,"Hugo, Bruno e Daniel Fonseca com Armindo Fernandes",Concertinas no Largo,https://vimeo.com/335841230,1920 x 1080,Concertina,grupo,Não categorizado,Música instrumental,Arroios,Lisboa,Estremadura,11 de maio de 2019,2019,Tiago Pereira,Aurelija Simonyte,Largo Residências,Largo Residências,,, O Intendente é um lugar psicológico  #15,,,
v,2247,Bia Maria,Andorinhas,https://vimeo.com/336046126,1920 x 1080,"Voz, percussão",duo,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,13 de maio de 2019,2019,Tiago Pereira,Aurelija Simonyte,,,,,,,,
v,2247,Bia Maria,Maria,https://vimeo.com/335932264,1920 x 1080,"Voz, ukulele",duo,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,13 de maio de 2019,2019,Tiago Pereira,Aurelija Simonyte,,,,,,,,
xv,2247,Bia Maria,Ladrão do negro melro,https://vimeo.com/671867378,1920 x 1080,"Voz, ukulele",,Não categorizado,Música narrativa,Lousã,Coimbra,Centro,29 de janeiro de 2022,2022,Tiago Pereira,Tiago Pereira,,,,,,,,
v,2247,Bia Maria,Menino dos olhos tristes,https://vimeo.com/671512703,1920 x 1080,"Voz, teclado",,Não categorizado,Música narrativa,Lousã,Coimbra,Centro,29 de janeiro de 2022,2022,Tiago Pereira,Tiago Pereira,,,,,,,,
v,2248,Coro de Odeceixe,Da Janela do meu quarto,https://vimeo.com/337779534,1920 x 1080,Voz,"coro, feminino",Não categorizado,Música narrativa,Aljezur,Faro,Algarve,17 de maio de 2019,2019,Tiago Pereira,Sílvio Rosado,Projecto Entrelaçar,,,,,,,
v,2249,Gabriela Sousa,Canções Africanas,https://vimeo.com/338400330,1920 x 1080,Voz,"cantiga, africana",Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,24 de maio de 2019,2019,Tiago Pereira,Inês Lima,,,,,,,,
v,2249,Gabriela Sousa,O menino Abel Frazão,https://vimeo.com/338285920,1920 x 1080,Voz,,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,24 de maio de 2019,2019,Tiago Pereira,Inês Lima,,,,,,,,
